delivery_id,date,city,route_id,driver_id,vehicle_id,planned_minutes,actual_minutes,on_time,distance_km,fuel_cost,other_cost
DLV0004009,2/5/2025,Abuja,RTE028,D031,V090,23,53,0,52.5,46.5,2.67
DLV0004010,6/9/2025,Ibadan,RTE160,D054,V070,106,107,1,53.8,56.92,6.05
DLV0004011,3/11/2025,Abuja,RTE182,D106,V026,185,171,1,45.3,43.48,4.12
DLV0004012,1/8/2025,Abuja,RTE055,D061,V063,210,181,1,49.1,39.96,8.57
DLV0004013,5/23/2025,Kano,RTE096,D017,V059,88,105,0,96.5,111.97,12.81
DLV0004014,1/6/2025,Abuja,RTE085,D113,V065,62,6,1,149.8,75.87,0.48
DLV0004015,3/18/2025,Lagos,RTE178,D072,V041,73,61,1,85,101.84,1.23
DLV0004016,1/20/2025,Abuja,RTE189,D099,V086,177,157,1,84.6,76.42,3.48
DLV0004017,2/21/2025,Abuja,RTE148,D031,V063,124,126,1,103.6,112.74,7.65
DLV0004018,6/16/2025,Ibadan,RTE123,D017,V015,118,102,1,47.7,28.98,10.92
DLV0004019,1/4/2025,Abuja,RTE183,D039,V080,83,124,0,124.5,134.7,9.06
DLV0004020,4/4/2025,Kano,RTE149,D035,V058,186,177,1,82.1,49.85,4.72
DLV0004021,2/15/2025,Kano,RTE122,D108,V028,193,214,0,117.5,116.03,2.94
DLV0004022,2/27/2025,Kano,RTE148,D072,V049,42,67,0,111,103.96,4.87
DLV0004023,6/24/2025,Kano,RTE010,D113,V028,79,57,1,105.8,94.14,1.62
DLV0004024,3/18/2025,Kano,RTE052,D104,V039,108,138,0,20.8,15.18,7.14
DLV0004025,4/16/2025,Lagos,RTE179,D053,V014,169,183,0,5.2,4.45,7.47
DLV0004026,3/9/2025,Ibadan,RTE162,D027,V096,168,138,1,106.6,90.06,5.07
DLV0004027,3/16/2025,Lagos,RTE171,D083,V015,88,115,0,126.7,143.88,14.25
DLV0004028,3/11/2025,Lagos,RTE004,D002,V080,47,88,0,110,44.07,5.09
DLV0004029,5/17/2025,PHC,RTE088,D016,V090,134,133,1,112.7,128.51,6.05
DLV0004030,1/25/2025,Abuja,RTE172,D132,V033,62,39,1,71.6,79.73,9.64
DLV0004031,2/15/2025,Lagos,RTE127,D125,V046,129,129,1,62.7,26.35,2.41
DLV0004032,2/27/2025,Kano,RTE143,D016,V042,108,88,1,93.1,83.12,1.39
DLV0004033,1/27/2025,Ibadan,RTE057,D146,V061,202,222,0,69.2,28.95,14.91
DLV0004034,2/27/2025,PHC,RTE079,D024,V006,237,202,1,146.4,150.52,13.69
DLV0004035,3/20/2025,Lagos,RTE106,D012,V016,228,251,0,94.1,97.43,14.21
DLV0004036,2/27/2025,Ibadan,RTE150,D121,V006,33,5,1,9,9.03,7.61
DLV0004037,5/30/2025,PHC,RTE021,D101,V079,45,24,1,80.8,94.43,13.73
DLV0004038,1/16/2025,PHC,RTE142,D041,V006,103,96,1,42.4,23.22,11.81
DLV0004039,6/21/2025,Lagos,RTE164,D146,V013,94,77,1,2.7,2.8,10.81
DLV0004040,6/4/2025,Abuja,RTE026,D048,V080,182,158,1,121.1,117.95,0.01
DLV0004041,6/19/2025,Lagos,RTE195,D122,V081,185,175,1,25.2,18.58,12.48
DLV0004042,4/1/2025,Abuja,RTE122,D126,V031,40,42,1,64.3,54.24,4.89
DLV0004043,1/13/2025,Lagos,RTE063,D019,V087,129,125,1,119.7,69.01,3.96
DLV0004044,3/31/2025,Lagos,RTE119,D096,V045,20,80,0,61.3,34.27,10.59
DLV0004045,1/20/2025,PHC,RTE008,D026,V084,64,91,0,116.7,119.25,2.1
DLV0004046,4/12/2025,Ibadan,RTE067,D111,V011,221,219,1,99.9,116.08,1.06
DLV0004047,4/6/2025,Ibadan,RTE009,D065,V026,143,178,0,139.7,68.21,5.93
DLV0004048,5/14/2025,PHC,RTE054,D143,V077,103,43,1,130.7,87.89,5.26
DLV0004049,1/18/2025,Ibadan,RTE114,D050,V092,64,54,1,67.9,72.99,6.75
DLV0004050,2/15/2025,Lagos,RTE090,D103,V035,30,37,1,5.3,4.75,7.65
DLV0004051,4/1/2025,Kano,RTE181,D074,V077,21,33,0,83,74.4,6.93
DLV0004052,4/18/2025,Lagos,RTE110,D010,V041,223,169,1,62.4,73.06,9.49
DLV0004053,6/30/2025,Abuja,RTE063,D084,V092,233,270,0,72.7,63.26,4.87
DLV0004054,5/2/2025,Abuja,RTE061,D012,V082,185,196,0,140.2,63.37,9.65
DLV0004055,6/30/2025,PHC,RTE062,D027,V036,27,29,1,115.9,123.85,4.97
DLV0004056,3/8/2025,PHC,RTE100,D009,V099,191,174,1,4.8,5.32,9.12
DLV0004057,4/28/2025,PHC,RTE024,D067,V083,67,126,0,118.2,115.01,13.26
DLV0004058,6/18/2025,Kano,RTE162,D066,V083,232,208,1,90.8,76.99,10.62
DLV0004059,3/23/2025,Ibadan,RTE027,D055,V025,126,142,0,23.7,27.73,6.91
DLV0004060,2/8/2025,Lagos,RTE022,D009,V036,154,142,1,61.7,40.03,3.06
DLV0004061,6/9/2025,Ibadan,RTE020,D112,V069,48,77,0,89.9,75.48,6.3
DLV0004062,6/15/2025,Abuja,RTE084,D089,V060,125,125,1,16.5,13.43,14.87
DLV0004063,1/4/2025,PHC,RTE105,D138,V010,103,75,1,14.1,14.45,12.17
DLV0004064,1/3/2025,PHC,RTE144,D039,V031,185,204,0,149.8,72.18,7.18
DLV0004065,2/7/2025,Kano,RTE180,D023,V014,69,53,1,131.1,84.57,10.61
DLV0004066,3/10/2025,Kano,RTE169,D020,V038,96,93,1,43.5,25.71,6.68
DLV0004067,5/15/2025,PHC,RTE045,D100,V088,31,37,1,141,114.76,6.79
DLV0004068,1/26/2025,PHC,RTE093,D112,V031,88,111,0,29.2,22.34,6.62
DLV0004069,6/5/2025,Kano,RTE124,D137,V076,33,5,1,68.9,71.01,7.49
DLV0004070,5/26/2025,PHC,RTE043,D033,V061,203,183,1,119.7,119.21,14.46
DLV0004071,1/2/2025,Abuja,RTE006,D129,V082,211,146,1,121.9,73.35,12.68
DLV0004072,2/19/2025,Ibadan,RTE084,D134,V060,239,184,1,14,10.51,7.59
DLV0004073,5/23/2025,Abuja,RTE055,D150,V047,69,31,1,103,113.76,11.35
DLV0004074,4/17/2025,Abuja,RTE064,D090,V089,89,96,1,20.5,12.03,1.34
DLV0004075,1/12/2025,Kano,RTE091,D116,V076,179,183,1,36,41.89,9.01
DLV0004076,3/20/2025,Abuja,RTE055,D012,V008,143,113,1,69.7,31.48,1.94
DLV0004077,6/26/2025,Kano,RTE059,D078,V066,232,247,0,8.3,4.98,14.57
DLV0004078,6/2/2025,Ibadan,RTE155,D135,V090,142,182,0,78.2,75.08,1.88
DLV0004079,2/3/2025,PHC,RTE192,D016,V015,83,87,1,114.3,65.02,7.89
DLV0004080,6/7/2025,PHC,RTE038,D024,V088,211,217,1,23.3,25.26,11.4
DLV0004081,1/1/2025,Lagos,RTE115,D100,V068,134,147,0,41.8,40.47,9.35
DLV0004082,3/24/2025,Lagos,RTE026,D021,V045,147,155,1,125.4,99.86,0.3
DLV0004083,3/18/2025,Lagos,RTE189,D020,V050,150,166,0,6,2.9,5.7
DLV0004084,1/4/2025,Kano,RTE113,D023,V025,96,76,1,18.6,15.96,11.92
DLV0004085,2/19/2025,PHC,RTE198,D073,V096,213,262,0,103.8,124.55,10.99
DLV0004086,4/6/2025,Lagos,RTE189,D054,V094,95,84,1,88.7,103.71,7.19
DLV0004087,2/28/2025,Abuja,RTE088,D044,V008,158,129,1,15.2,10.07,12.35
DLV0004088,2/27/2025,Lagos,RTE112,D122,V091,225,154,1,91.9,97.27,4.26
DLV0004089,6/20/2025,Kano,RTE170,D046,V086,217,178,1,90.9,67.35,9.83
DLV0004090,1/20/2025,PHC,RTE111,D095,V061,30,8,1,140.4,57.2,5.52
DLV0004091,5/10/2025,Lagos,RTE200,D129,V018,51,60,1,127.7,120.42,0.82
DLV0004092,1/13/2025,Kano,RTE190,D009,V065,142,129,1,112.3,128.45,6.42
DLV0004093,2/22/2025,Lagos,RTE157,D032,V024,106,45,1,125.3,88.65,11.09
DLV0004094,4/4/2025,Kano,RTE193,D036,V013,80,52,1,18.6,19.9,12.09
DLV0004095,6/19/2025,Kano,RTE042,D046,V080,57,57,1,73.3,75.09,7.4
DLV0004096,4/3/2025,Abuja,RTE160,D115,V093,218,203,1,110.4,71.02,5.51
DLV0004097,3/25/2025,Kano,RTE095,D018,V100,147,121,1,97.8,92,6.01
DLV0004098,4/7/2025,Lagos,RTE143,D103,V089,77,96,0,3.7,1.88,10.11
DLV0004099,4/14/2025,Abuja,RTE037,D102,V046,93,108,0,123.6,126.5,12.33
DLV0004100,1/28/2025,Abuja,RTE014,D022,V055,179,157,1,30.1,12.19,13.64
DLV0004101,3/29/2025,PHC,RTE069,D018,V042,160,195,0,64,28.64,11.77
DLV0004102,2/6/2025,Abuja,RTE027,D081,V063,181,157,1,115.3,60.6,9.44
DLV0004103,4/27/2025,Ibadan,RTE125,D042,V100,123,54,1,76.4,52.53,9.95
DLV0004104,1/15/2025,Abuja,RTE078,D015,V034,174,156,1,42.6,42.06,9.7
DLV0004105,1/19/2025,Abuja,RTE170,D032,V037,173,199,0,9.5,9.75,13.81
DLV0004106,1/27/2025,Ibadan,RTE058,D045,V059,159,139,1,45.7,52.02,13.56
DLV0004107,6/1/2025,Lagos,RTE077,D078,V015,63,47,1,93.5,47.23,5.74
DLV0004108,1/8/2025,Ibadan,RTE003,D084,V066,32,28,1,135.5,132.91,10.42
DLV0004109,4/1/2025,Abuja,RTE148,D104,V058,179,156,1,43.2,40.26,8.15
DLV0004110,4/22/2025,Abuja,RTE017,D045,V054,180,204,0,14,13.43,6.69
DLV0004111,3/12/2025,Lagos,RTE165,D012,V063,239,288,0,102,111.86,8.61
DLV0004112,1/13/2025,Abuja,RTE074,D050,V099,163,156,1,103.3,64.38,1.37
DLV0004113,6/17/2025,Kano,RTE077,D015,V072,105,146,0,114.6,102.04,1.48
DLV0004114,6/20/2025,PHC,RTE099,D038,V068,171,152,1,92.5,75.83,10.57
DLV0004115,6/8/2025,Abuja,RTE080,D039,V069,160,150,1,37.3,28.31,6.87
DLV0004116,3/24/2025,Abuja,RTE133,D049,V073,92,91,1,95.1,111.68,12.2
DLV0004117,4/24/2025,Lagos,RTE183,D125,V060,53,72,0,64.3,57.41,5.54
DLV0004118,6/7/2025,Abuja,RTE049,D075,V014,169,150,1,83.2,51.38,4.71
DLV0004119,4/6/2025,PHC,RTE052,D133,V003,23,20,1,29.4,17.65,8.45
DLV0004120,5/10/2025,Ibadan,RTE189,D142,V060,142,154,0,117.8,66.4,1.87
DLV0004121,4/3/2025,Abuja,RTE064,D140,V055,88,108,0,69.2,74.9,8.26
DLV0004122,6/15/2025,PHC,RTE029,D022,V022,75,55,1,133.5,112.32,4.82
DLV0004123,3/19/2025,PHC,RTE099,D019,V040,147,150,1,89.5,92.48,11.74
DLV0004124,5/23/2025,Abuja,RTE158,D075,V045,148,148,1,11.9,6.61,3.82
DLV0004125,4/6/2025,Kano,RTE137,D126,V014,147,164,0,15.6,14.93,0.16
DLV0004126,4/18/2025,PHC,RTE146,D087,V088,126,106,1,65.6,54.63,3.33
DLV0004127,2/3/2025,PHC,RTE027,D127,V077,233,249,0,80.7,90.25,1.1
DLV0004128,1/11/2025,Abuja,RTE123,D018,V006,228,223,1,132.3,92.36,1.04
DLV0004129,3/8/2025,Abuja,RTE001,D047,V068,74,53,1,100.6,70.68,13.63
DLV0004130,5/19/2025,PHC,RTE040,D069,V098,139,131,1,90.7,77.56,14.5
DLV0004131,6/19/2025,Ibadan,RTE153,D040,V099,121,98,1,51,27.88,12.83
DLV0004132,3/2/2025,Ibadan,RTE081,D099,V027,192,147,1,137.6,84.45,8.63
DLV0004133,2/9/2025,PHC,RTE125,D010,V035,60,54,1,127.8,95.87,14.55
DLV0004134,1/3/2025,Lagos,RTE105,D057,V022,65,62,1,71.4,67.52,10.58
DLV0004135,2/8/2025,Kano,RTE186,D059,V013,105,112,1,6.5,5.88,9.1
DLV0004136,6/5/2025,PHC,RTE009,D121,V039,82,60,1,14.6,16.04,6.57
DLV0004137,2/10/2025,Ibadan,RTE060,D001,V056,73,88,0,47,47.63,0.42
DLV0004138,4/11/2025,Abuja,RTE069,D020,V068,131,136,1,11.3,11.15,8.63
DLV0004139,1/24/2025,Ibadan,RTE118,D131,V087,90,122,0,66.1,51.35,8.62
DLV0004140,6/14/2025,Kano,RTE098,D019,V090,117,128,0,24.5,27.36,6.25
DLV0004141,6/25/2025,Lagos,RTE125,D140,V099,228,228,1,5.8,6.59,9.36
DLV0004142,6/13/2025,Abuja,RTE031,D055,V091,96,96,1,107,99.89,8
DLV0004143,6/10/2025,PHC,RTE162,D141,V056,233,257,0,49.7,53.32,5.25
DLV0004144,5/31/2025,Abuja,RTE198,D054,V007,237,214,1,139.9,114.8,12.01
DLV0004145,4/25/2025,Ibadan,RTE025,D018,V067,152,137,1,118.2,67.4,1.07
DLV0004146,4/28/2025,Lagos,RTE041,D131,V042,68,84,0,134.4,124.13,5.3
DLV0004147,2/6/2025,Kano,RTE162,D088,V049,22,5,1,48.7,56.29,8.56
DLV0004148,2/21/2025,PHC,RTE085,D090,V013,184,174,1,134.8,129.37,8.91
DLV0004149,2/7/2025,Kano,RTE040,D146,V042,42,27,1,117.8,62.74,12.42
DLV0004150,2/9/2025,Kano,RTE014,D071,V038,230,245,0,103,107.05,5.93
DLV0004151,6/25/2025,Ibadan,RTE110,D086,V070,226,215,1,102.1,48.73,8.96
DLV0004152,5/10/2025,Lagos,RTE171,D014,V003,185,196,0,72,48.38,7.91
DLV0004153,5/25/2025,Ibadan,RTE036,D145,V070,132,140,1,4.6,1.89,2.72
DLV0004154,6/10/2025,Lagos,RTE014,D133,V078,165,104,1,15.2,17.7,10.67
DLV0004155,5/9/2025,PHC,RTE006,D058,V096,220,163,1,82.9,98.31,0.95
DLV0004156,2/25/2025,PHC,RTE129,D115,V039,230,199,1,61.1,65.58,13.47
DLV0004157,4/15/2025,Lagos,RTE140,D130,V026,131,126,1,140.3,164.56,0.82
DLV0004158,1/1/2025,Ibadan,RTE155,D045,V099,40,64,0,89.3,42.19,13.17
DLV0004159,2/5/2025,Kano,RTE021,D092,V040,162,174,0,114.6,56.04,12.79
DLV0004160,1/10/2025,PHC,RTE071,D096,V057,166,207,0,124.2,85.27,7.88
DLV0004161,5/21/2025,PHC,RTE075,D080,V085,116,35,1,107.4,74.71,5.75
DLV0004162,2/22/2025,PHC,RTE077,D115,V038,239,208,1,68.4,78.83,12.71
DLV0004163,4/10/2025,Kano,RTE162,D074,V012,56,46,1,76.2,85.08,14.97
DLV0004164,2/15/2025,Ibadan,RTE199,D086,V065,239,274,0,80.9,58.84,5.79
DLV0004165,6/27/2025,Lagos,RTE161,D037,V080,92,35,1,54.4,33.39,13.03
DLV0004166,6/3/2025,PHC,RTE124,D133,V073,100,101,1,70.9,63.69,8.05
DLV0004167,3/18/2025,PHC,RTE116,D040,V081,42,84,0,106.2,55.47,2.64
DLV0004168,1/6/2025,Kano,RTE170,D084,V035,40,25,1,65.8,56.41,11.23
DLV0004169,6/29/2025,PHC,RTE022,D102,V087,51,36,1,34.5,19.72,13.13
DLV0004170,4/3/2025,PHC,RTE058,D065,V059,55,68,0,65.9,28.02,2.93
DLV0004171,4/22/2025,Kano,RTE056,D013,V063,121,131,1,114.1,80.25,3.13
DLV0004172,4/8/2025,Kano,RTE095,D145,V033,145,146,1,67.7,30.45,12.12
DLV0004173,1/13/2025,Lagos,RTE155,D133,V042,60,16,1,128.2,118.8,13.05
DLV0004174,5/15/2025,Abuja,RTE059,D020,V032,73,34,1,94.3,45.38,14.13
DLV0004175,2/12/2025,Abuja,RTE151,D137,V075,207,195,1,112.6,102.92,12.08
DLV0004176,6/17/2025,Ibadan,RTE059,D130,V073,113,140,0,98.6,113.85,0.78
DLV0004177,6/19/2025,Kano,RTE077,D021,V054,100,58,1,133.5,131.23,13.38
DLV0004178,2/28/2025,Ibadan,RTE060,D106,V075,189,160,1,75.7,52.62,4.27
DLV0004179,4/28/2025,Abuja,RTE146,D042,V080,94,143,0,66.9,69.88,3.25
DLV0004180,1/30/2025,PHC,RTE054,D075,V080,168,144,1,98.7,104.56,11.09
DLV0004181,2/3/2025,Ibadan,RTE053,D039,V078,24,36,0,57.9,62.71,6.75
DLV0004182,3/21/2025,Kano,RTE017,D148,V013,214,244,0,100.6,112.72,14.58
DLV0004183,2/25/2025,Ibadan,RTE089,D056,V036,67,116,0,36.6,16.12,0.16
DLV0004184,3/11/2025,Abuja,RTE078,D084,V021,214,212,1,80.6,43.41,10.37
DLV0004185,4/21/2025,Abuja,RTE195,D139,V017,81,40,1,21.5,20.39,5.92
DLV0004186,2/5/2025,PHC,RTE154,D027,V015,123,102,1,64.6,46.48,5.03
DLV0004187,4/7/2025,PHC,RTE093,D005,V027,56,47,1,131.6,77.53,1.4
DLV0004188,3/29/2025,Lagos,RTE133,D020,V019,155,186,0,30.4,24.28,1.86
DLV0004189,4/18/2025,Kano,RTE074,D074,V019,31,52,0,97.6,100.79,12.06
DLV0004190,1/29/2025,Abuja,RTE145,D105,V035,116,114,1,77.7,86.93,5.1
DLV0004191,6/11/2025,PHC,RTE030,D079,V100,98,85,1,139.7,100.16,0.84
DLV0004192,1/23/2025,PHC,RTE167,D006,V045,118,97,1,128.5,123.6,4.29
DLV0004193,3/4/2025,Ibadan,RTE138,D072,V020,63,45,1,41.2,45.6,7.81
DLV0004194,1/15/2025,Ibadan,RTE101,D135,V064,135,112,1,70.5,34.43,5.56
DLV0004195,6/1/2025,Ibadan,RTE024,D110,V078,226,209,1,136.7,122.63,0.63
DLV0004196,1/15/2025,PHC,RTE045,D109,V046,199,170,1,53.3,27.26,14.55
DLV0004197,3/18/2025,Lagos,RTE167,D063,V003,57,14,1,34.4,15.21,6.99
DLV0004198,2/12/2025,Ibadan,RTE058,D078,V072,62,38,1,72.6,75.38,0.43
DLV0004199,2/27/2025,PHC,RTE072,D060,V041,60,70,1,20.1,22.05,12.56
DLV0004200,6/6/2025,Abuja,RTE007,D109,V065,177,153,1,23.2,24.95,6.78
DLV0004201,1/19/2025,Ibadan,RTE153,D052,V010,178,201,0,57.4,57.05,0.77
DLV0004202,4/20/2025,Lagos,RTE167,D071,V076,88,121,0,84.7,41.23,12.75
DLV0004203,3/22/2025,Ibadan,RTE069,D019,V036,122,161,0,71.1,75.16,1.85
DLV0004204,1/20/2025,PHC,RTE078,D135,V001,127,116,1,44.2,48.97,2.29
DLV0004205,2/11/2025,Abuja,RTE169,D091,V076,131,137,1,144,103.59,3.38
DLV0004206,5/8/2025,Ibadan,RTE054,D145,V010,170,191,0,32.6,34.42,7.18
DLV0004207,6/19/2025,Lagos,RTE167,D018,V070,229,248,0,132.7,120.46,0.22
DLV0004208,3/1/2025,Lagos,RTE180,D014,V033,176,207,0,26.4,14.28,14.74
DLV0004209,3/13/2025,PHC,RTE176,D078,V038,51,49,1,24.8,19.14,4.69
DLV0004210,5/28/2025,Abuja,RTE131,D037,V078,44,36,1,124.4,62.02,3.93
DLV0004211,2/12/2025,Abuja,RTE096,D041,V061,27,41,0,92.4,62.82,12.59
DLV0004212,1/31/2025,Abuja,RTE166,D145,V007,129,59,1,53.3,53.84,5.57
DLV0004213,2/21/2025,Kano,RTE129,D108,V033,113,158,0,38.2,44.34,8.22
DLV0004214,5/4/2025,Abuja,RTE078,D086,V036,69,60,1,50.6,48.18,8.41
DLV0004215,1/9/2025,Ibadan,RTE026,D132,V092,168,210,0,123.4,115.62,2.45
DLV0004216,1/23/2025,PHC,RTE067,D024,V016,118,167,0,36.3,29.86,11.61
DLV0004217,2/8/2025,Ibadan,RTE003,D080,V028,97,89,1,94.1,105.11,1.95
DLV0004218,3/10/2025,Kano,RTE006,D076,V088,168,140,1,92.6,68.44,12.89
DLV0004219,2/4/2025,Ibadan,RTE047,D008,V029,102,125,0,18.5,21.35,3.85
DLV0004220,6/20/2025,Kano,RTE081,D020,V047,50,54,1,76.8,54.77,1.61
DLV0004221,4/29/2025,Ibadan,RTE070,D147,V014,233,250,0,135.7,153.92,10.74
DLV0004222,2/3/2025,Abuja,RTE160,D021,V096,89,105,0,81.1,41.5,11.55
DLV0004223,2/1/2025,Ibadan,RTE159,D075,V068,228,237,1,3.1,3.5,9.32
DLV0004224,4/6/2025,Ibadan,RTE120,D094,V096,231,234,1,2.2,2.28,3.23
DLV0004225,2/15/2025,Abuja,RTE011,D054,V078,210,198,1,98.3,92.14,8.67
DLV0004226,2/6/2025,PHC,RTE158,D144,V026,230,249,0,63.7,45.15,6.42
DLV0004227,4/2/2025,Abuja,RTE156,D051,V050,110,99,1,148.5,155.79,2.75
DLV0004228,5/26/2025,Kano,RTE007,D066,V087,213,198,1,140.7,101.79,6.97
DLV0004229,5/4/2025,Ibadan,RTE007,D038,V081,151,130,1,128.7,106.4,5.72
DLV0004230,3/26/2025,Kano,RTE105,D022,V065,223,229,1,58.5,69.57,1.97
DLV0004231,4/3/2025,Kano,RTE099,D114,V085,228,233,1,36,27.81,4.76
DLV0004232,3/9/2025,Lagos,RTE005,D013,V061,29,42,0,15.5,9.33,4.29
DLV0004233,3/24/2025,PHC,RTE148,D139,V080,164,166,1,60.9,59.48,10.43
DLV0004234,3/31/2025,Lagos,RTE138,D032,V058,168,154,1,46.2,22.21,11.72
DLV0004235,6/20/2025,Abuja,RTE064,D124,V012,159,182,0,58.1,48.16,5.11
DLV0004236,1/13/2025,PHC,RTE164,D073,V052,49,98,0,86.1,94.87,0.6
DLV0004237,4/1/2025,Kano,RTE150,D044,V077,196,207,0,101.4,79.33,10.54
DLV0004238,6/25/2025,PHC,RTE033,D008,V081,160,137,1,56.2,38.67,1.81
DLV0004239,3/30/2025,Ibadan,RTE150,D003,V043,49,89,0,113.5,115.31,4.61
DLV0004240,5/30/2025,Ibadan,RTE148,D139,V088,239,239,1,69.5,48.09,8.66
DLV0004241,3/22/2025,Abuja,RTE053,D076,V038,65,44,1,23,24.29,13.62
DLV0004242,6/25/2025,Lagos,RTE076,D147,V030,112,124,0,129.3,55.61,7.61
DLV0004243,4/8/2025,Abuja,RTE187,D086,V078,210,253,0,129.1,78.2,13.04
DLV0004244,6/5/2025,PHC,RTE036,D120,V067,78,58,1,69.3,48.47,9.79
DLV0004245,1/28/2025,Abuja,RTE037,D145,V053,121,162,0,88.3,53.47,2.97
DLV0004246,1/9/2025,Kano,RTE015,D012,V034,168,189,0,20.1,9.52,14.25
DLV0004247,2/23/2025,Lagos,RTE031,D072,V070,103,91,1,93.4,49.48,11.21
DLV0004248,1/20/2025,Abuja,RTE036,D129,V077,46,45,1,55,41.78,2.49
DLV0004249,3/3/2025,Lagos,RTE067,D051,V042,60,45,1,28.9,17.44,2.21
DLV0004250,4/4/2025,Kano,RTE155,D132,V093,188,189,1,82.4,94.98,2.27
DLV0004251,3/22/2025,Kano,RTE021,D006,V061,162,119,1,92.3,62.76,13.61
DLV0004252,1/26/2025,PHC,RTE054,D073,V033,126,99,1,128.8,106.42,8.39
DLV0004253,2/3/2025,PHC,RTE016,D019,V085,58,92,0,128.9,107.78,12.78
DLV0004254,6/8/2025,Kano,RTE167,D096,V091,175,180,1,148.8,96.09,6.54
DLV0004255,1/18/2025,PHC,RTE015,D082,V037,123,145,0,32,26.87,13.95
DLV0004256,1/13/2025,Lagos,RTE054,D048,V010,49,78,0,87.9,42.1,5.49
DLV0004257,3/23/2025,Kano,RTE194,D040,V005,130,72,1,35.4,23.13,11.31
DLV0004258,2/26/2025,Lagos,RTE061,D115,V047,137,123,1,100.5,101.64,8.68
DLV0004259,5/10/2025,Abuja,RTE138,D071,V048,101,91,1,121,54.68,2.47
DLV0004260,5/24/2025,PHC,RTE105,D125,V002,184,184,1,42.8,47.56,12.39
DLV0004261,1/20/2025,Kano,RTE155,D122,V044,162,201,0,146.1,130.42,10.01
DLV0004262,6/3/2025,Ibadan,RTE076,D105,V012,29,26,1,120.2,133.97,11.11
DLV0004263,6/13/2025,Lagos,RTE053,D147,V068,155,119,1,22.7,26.89,14.16
DLV0004264,6/9/2025,Ibadan,RTE107,D037,V031,58,82,0,120.1,106.16,1.45
DLV0004265,3/1/2025,Lagos,RTE012,D121,V082,102,132,0,124.6,94.38,4.68
DLV0004266,6/4/2025,Abuja,RTE047,D045,V072,212,225,0,130.7,78.35,12.36
DLV0004267,1/7/2025,Ibadan,RTE039,D125,V036,167,164,1,88,55.38,13.21
DLV0004268,1/9/2025,PHC,RTE087,D145,V083,212,235,0,116.1,83.72,7.23
DLV0004269,5/2/2025,Ibadan,RTE061,D049,V063,206,187,1,133.3,145.91,14.93
DLV0004270,1/30/2025,PHC,RTE053,D142,V018,182,147,1,73.1,77.98,10.94
DLV0004271,2/1/2025,Abuja,RTE142,D082,V072,233,263,0,57.3,52.19,6.53
DLV0004272,6/9/2025,Kano,RTE021,D142,V087,194,190,1,54.3,42.06,7.91
DLV0004273,6/25/2025,Lagos,RTE129,D026,V037,37,37,1,136.3,129.37,0.77
DLV0004274,1/20/2025,Ibadan,RTE072,D082,V024,115,127,0,127,62.13,11.29
DLV0004275,2/28/2025,Ibadan,RTE002,D022,V002,57,83,0,21.5,23.69,1.43
DLV0004276,3/13/2025,Lagos,RTE076,D112,V027,208,213,1,85.3,82.47,2.13
DLV0004277,3/1/2025,Lagos,RTE198,D070,V023,27,16,1,97.6,41.62,9.48
DLV0004278,2/22/2025,Kano,RTE142,D044,V087,42,54,0,132.5,144.27,7.19
DLV0004279,1/6/2025,Lagos,RTE061,D077,V056,219,195,1,99.5,111.27,8.09
DLV0004280,1/26/2025,Ibadan,RTE008,D120,V024,47,96,0,128.1,83.05,0.05
DLV0004281,3/15/2025,Abuja,RTE052,D076,V094,81,87,1,34.6,29.48,8.03
DLV0004282,4/3/2025,Lagos,RTE128,D018,V052,124,135,0,148.2,59.34,2.81
DLV0004283,2/25/2025,Lagos,RTE143,D021,V026,219,238,0,48.2,28.06,3.11
DLV0004284,1/25/2025,Lagos,RTE168,D080,V072,48,23,1,147.5,175.38,5.25
DLV0004285,1/4/2025,Ibadan,RTE168,D069,V049,158,142,1,8.9,10.64,4.77
DLV0004286,1/20/2025,Kano,RTE112,D001,V024,44,50,1,19.4,13.78,14.26
DLV0004287,2/26/2025,Kano,RTE038,D044,V077,162,161,1,61.2,52.92,13.9
DLV0004288,4/28/2025,Lagos,RTE161,D046,V029,51,69,0,119,54.01,11.65
DLV0004289,6/10/2025,Lagos,RTE086,D053,V098,87,49,1,13.5,11.97,9.68
DLV0004290,3/26/2025,Ibadan,RTE077,D141,V068,43,60,0,128.4,98,2.25
DLV0004291,6/3/2025,Lagos,RTE092,D105,V100,53,46,1,121.2,127.29,0.83
DLV0004292,1/2/2025,PHC,RTE032,D062,V071,31,9,1,10.5,8.6,14.81
DLV0004293,2/5/2025,Abuja,RTE094,D058,V029,102,75,1,17.5,18.1,10.6
DLV0004294,6/27/2025,Ibadan,RTE157,D146,V012,74,51,1,144.2,136.05,11.25
DLV0004295,3/7/2025,Ibadan,RTE178,D045,V051,68,84,0,91.7,78.94,8.38
DLV0004296,2/2/2025,Kano,RTE199,D034,V047,214,186,1,87.6,76.91,1.04
DLV0004297,1/3/2025,Abuja,RTE172,D100,V057,71,65,1,16.4,18.7,7.96
DLV0004298,6/14/2025,Lagos,RTE079,D030,V011,90,77,1,114.2,103.06,7.14
DLV0004299,2/22/2025,Kano,RTE144,D045,V006,144,140,1,31.5,37.08,8.99
DLV0004300,2/4/2025,Ibadan,RTE101,D052,V070,51,36,1,73,80.86,4.45
